timestamp,entropy_src_ip,entropy_dst_ip,window_tx,median_packet_size,mean_packet_size,std_dev_packet_size,packet_frequency,unique_ip,tcp_count,udp_count,icmp_count,type_attack
2024-05-16 11:32:53,1.3516441151533922,1.836591668108979,758,66.0,84.22222222222223,42.331437694507265,1.7945925337772224,9,4,4,0,Normal
2024-05-16 11:32:58,1.2532256180852692,1.8369244621672962,10486,66.0,299.6,467.32895725143584,7.177515755159763,35,33,2,0,Normal
2024-05-16 11:33:04,1.7652465283787413,2.0985798617120746,3607,179.0,200.38888888888889,136.06050079484203,3.297153182989254,18,5,13,0,Normal
2024-05-16 11:33:09,1.5394847569315018,1.5394847569315018,2264,66.0,205.8181818181818,201.3015910978162,2.145350625379459,11,3,8,0,Normal
2024-05-16 11:33:14,2.1475532227223644,1.454910798347685,512702,643.5,796.1211180124224,682.0874296803472,124.70827172150862,644,637,7,0,Normal
2024-05-16 11:39:21,1.6140054628542202,2.188721875540867,1243,66.0,103.58333333333333,92.9923458618444,2.397037261944237,12,10,2,0,Normal
2024-05-16 11:39:27,1.312962257132801,2.1368571078328267,2204,66.0,62.97142857142857,14.923587684861678,7.96318369904444,35,30,3,0,Normal
2024-05-16 11:39:32,1.1873868015167897,2.0061208879353267,5619,66.0,104.05555555555556,105.44674215972141,9.60866402558894,54,42,10,0,Normal
2024-05-16 11:39:38,1.6858157091530304,2.2312702546075758,1177,66.0,107.0,96.38181646687588,2.488947939807283,11,9,2,0,Normal
2024-05-16 11:39:43,0.0667796410970523,10.123918882652665,62103,54.0,54.764550264550266,9.117503319058715,251.5407425021339,1134,1125,9,0,ddos
2024-05-16 11:39:48,0.023728141632152276,10.897728732666925,103342,54.0,54.04916317991632,1.1155469091108217,383.4255098686948,1912,1910,2,0,ddos
2024-05-16 11:39:54,0.04315677075215236,10.464988388148408,77634,54.0,54.48,9.939172191870362,258.7929678050652,1425,1421,4,0,ddos
2024-05-16 11:39:59,1.7527152789797045,2.4193819456463714,679,63.0,75.44444444444444,36.784994256750075,1.9909627986388896,9,5,4,0,Normal
2024-05-16 11:40:04,1.8910611120726528,2.725480556997868,617,63.0,68.55555555555556,26.81256385068227,2.7893423567525484,9,5,3,0,Normal
2024-05-23 17:07:12,3.9018357572900073,2.5118576424928194,19234,92.0,126.53947368421052,65.1350703476758,30.4331295047789,152,20,132,0,Normal
2024-05-23 17:07:17,3.9166424593863542,3.0345089095454054,26120,92.0,219.49579831932772,309.5136296791077,24.105615818469722,119,40,79,0,Normal
2024-05-23 17:07:23,3.6777969821241507,3.190894874061448,58171,89.0,247.53617021276597,364.3364498533131,52.52866276777325,235,79,156,0,Normal
2024-05-23 17:07:53,3.9617404527889497,2.9775628881529475,12658,97.0,145.49425287356323,88.40981814245536,17.343996236153462,87,27,60,0,Normal
2024-05-27 20:31:38,1.9254284259994392,2.8598288946615003,73092,153.0,533.5182481751825,613.9417945043868,27.34766750346537,137,135,2,0,Normal
2024-05-27 20:31:43,1.8960076477761745,2.7466343106017828,26622,66.0,422.57142857142856,569.1778731180312,13.58203549438609,63,58,5,0,Normal
2024-05-28 19:53:52,2.192166989651983,2.404920303156049,25573,78.0,412.46774193548384,565.3202836914359,12.38887974154399,62,53,8,0,Normal
2024-05-28 19:53:58,1.5857571557326307,2.2237882359181835,25221,143.0,514.7142857142857,612.1037327053616,8.191359519939525,49,45,4,0,Normal
2024-05-28 19:54:04,2.301072329402873,2.379714446279217,6359,179.0,302.8095238095238,350.0028053013587,4.166545142433345,21,9,12,0,Normal
2024-05-28 19:54:09,1.7139350452807203,1.954313748824167,6887,318.0,255.07407407407408,216.03204939286994,5.4122641906560265,27,12,15,0,Normal
2024-05-28 19:54:14,2.046544304219466,2.301597466699487,1980,66.0,73.33333333333333,58.78397362849467,5.284969468535641,27,23,4,0,Normal
2024-05-28 19:57:22,2.5765941723480803,2.1507665168399432,24579,66.0,210.07692307692307,205.06188992161572,23.35919149246267,117,64,53,0,Normal
2024-05-28 19:57:27,2.5388366156861415,1.9254480779087415,23578,349.0,346.7352941176471,370.6413605712265,13.749287008480682,68,32,36,0,Normal
2024-05-28 19:57:32,2.016875695766564,2.4138338639736006,2752,115.0,152.88888888888889,113.76920540623209,3.2940632196613118,18,12,6,0,Normal
2024-05-28 19:57:37,1.4353713907745331,2.1867043459100244,1165,66.0,105.9090909090909,49.663329338574705,2.2019809020194567,11,8,3,0,Normal
2024-05-28 19:57:42,1.7646946861307393,2.0894786419364966,2915,164.0,132.5,60.234202002758295,4.404530500072375,22,11,11,0,Normal
2024-05-28 19:57:47,1.7295739585136223,2.4182958340544896,1177,63.0,98.08333333333333,52.67424787207587,2.399343539607563,12,6,3,0,Normal
2024-05-28 19:57:52,1.119699900459283,2.135449006823688,19809,72.0,135.67808219178082,147.42655171218874,29.220208696334385,146,7,138,0,Normal
2024-05-28 19:57:57,1.8914697713521305,2.4794463122612687,8446,85.0,108.28205128205128,81.39676447861497,15.5853777985494,78,23,55,0,Normal
2024-05-28 19:58:02,2.4057645846554525,2.5261118933941544,6931,66.0,192.52777777777777,300.30526007446997,7.209679715986685,36,30,6,0,Normal
2024-05-28 19:58:07,1.6574313175643085,1.8173204396264004,3622,66.0,71.01960784313725,33.10025780130541,10.223083723046638,51,48,3,0,Normal
2024-05-28 19:58:13,1.9459874988768266,2.5448760863036677,1855,63.0,80.65217391304348,42.154589925604085,4.6125350251844415,23,20,3,0,Normal
2024-05-28 19:58:18,1.3092966682370037,1.9362600275315274,1088,66.0,98.9090909090909,49.36773798462928,2.201433132969563,11,9,2,0,Normal
2024-05-28 19:58:23,1.4315602842833155,1.6893917467430877,2017,164.0,144.07142857142858,45.73598815205481,2.786800597649294,14,7,7,0,Normal
2024-05-28 19:58:28,1.6493974703476992,2.827819531114783,1688,66.0,105.5,55.759528333729655,3.2015790187720583,16,8,5,0,Normal
2024-05-28 19:58:33,1.5304930567574826,1.836591668108979,1033,143.0,114.77777777777777,50.81289813899568,1.8036495044072176,9,6,3,0,Normal
2024-05-28 19:58:38,0.49965292334595013,1.8774845824496176,9742,72.0,75.51937984496124,18.616530445197306,25.7199184618771,129,7,121,0,Normal
2024-05-28 19:58:43,2.020204755581799,2.1667823920407923,3087,79.0,85.75,33.384439988313915,7.209468916474899,36,20,16,0,Normal
2024-05-28 20:02:34,1.5744205135266394,2.3274934683473782,12482,66.0,283.6818181818182,458.2765031133333,8.787007530665157,44,41,1,0,Normal
2024-05-28 20:02:39,1.465003790424968,1.8843135850855859,4069,66.0,67.81666666666666,26.238325446228885,12.13389019800082,60,58,2,0,Normal
2024-05-28 20:02:44,1.7794238321465292,2.415661470191763,2379,66.0,113.28571428571429,54.287719261219976,4.102434267281797,21,11,10,0,Normal
2024-05-28 20:02:49,1.81294527625988,2.0095419864445954,4070,164.0,214.21052631578948,133.44093073139078,3.778242612093995,19,8,11,0,Normal
2024-05-28 20:02:54,1.915739709447992,2.110825930113547,6178,164.0,213.0344827586207,136.88038643373895,5.7024897070060785,29,13,16,0,Normal
2024-05-28 20:02:59,2.057924310831006,1.9693894195291561,3803,164.0,211.27777777777777,125.74745659259345,3.597126615259731,18,7,11,0,Normal
2024-05-28 20:03:04,2.188664221735692,2.3794543140869187,18417,92.0,248.8783783783784,343.0465240176813,14.741538008565632,74,60,14,0,Normal
2024-05-28 20:03:09,1.49637300475934,1.5275837921138884,129085,60.0,184.9355300859599,285.25311260441487,140.16216240095775,698,682,14,0,Normal
2024-05-28 20:03:14,1.3211910375560658,1.3206400610929112,104720,60.0,157.47368421052633,223.47411345090327,131.37138889190703,665,662,2,0,Normal
2024-05-28 20:03:19,2.272902440355237,2.7573179187853865,6621,66.0,124.9245283018868,105.7581522004473,10.220543910349246,53,38,14,0,Normal
2024-05-28 20:03:24,0.30709443206704745,9.778782709474374,59725,54.0,55.66169617893756,12.020260766072989,221.43969648109,1073,1065,8,0,ddos
2024-05-28 20:03:29,0.038905333466236695,10.84902269910331,101530,54.0,54.46888412017167,7.020211290692823,374.4414765448774,1864,1859,5,0,ddos
2024-05-28 20:03:35,0.30733160506177604,7.271099994346644,10073,54.0,59.958333333333336,33.99813618257461,32.429358529915405,168,164,4,0,Normal
2024-05-28 20:03:40,1.6729055953200562,2.4159220638351666,1670,66.0,111.33333333333333,55.55377774933242,2.9977576772574115,15,11,4,0,Normal
2024-05-28 20:03:45,1.8879185026711327,2.4591479170272446,1493,113.5,124.41666666666667,68.73797874699417,2.3981989525866076,12,7,5,0,Normal
2024-05-28 20:03:50,1.7783283537314114,2.8073549220576046,1577,64.5,112.64285714285714,74.72865881962282,2.799301294396918,14,9,4,0,Normal
2024-05-28 20:03:55,2.810221342852543,1.4755963691749256,26844,349.0,315.81176470588235,123.02696922101813,16.978447558669025,85,9,73,0,Normal
2024-05-28 20:04:00,2.0324876891689536,2.294693951646702,2001,66.0,80.04,40.34400079317866,4.995128750442568,25,22,3,0,Normal
2024-05-28 20:04:05,1.5837579847456593,2.1642288036009085,1814,66.0,78.8695652173913,39.363748880129805,4.593546067774777,23,21,2,0,Normal
2024-05-28 20:04:10,1.7060332411822525,2.040130873967791,7302,66.0,110.63636363636364,214.75303902062723,12.487911795986879,66,63,3,0,Normal
2024-05-28 20:04:15,1.836591668108979,1.836591668108979,1069,164.0,118.77777777777777,54.182362398309365,1.7946923767649552,9,6,3,0,Normal
2024-05-28 20:04:20,2.401363669197544,2.788320189106,3728,125.5,155.33333333333334,111.0013763678431,4.8597427616662685,24,13,11,0,Normal
2024-05-28 20:04:26,1.992828611515007,2.428948746472142,12560,165.5,299.04761904761904,336.3758493384158,8.211878991315352,42,13,29,0,Normal
2024-05-28 20:04:31,2.1739693242342244,3.0449459432931345,8126,78.0,131.06451612903226,165.4301208061191,11.888098479473856,62,21,28,0,Normal
2024-05-28 20:04:36,2.4371359608240803,2.829316140845768,34003,66.0,185.8087431693989,244.51848864590423,36.741152158362,183,120,60,0,Normal
2024-05-28 20:04:41,2.5876812755571708,2.5312323443418685,17003,164.0,215.22784810126583,151.3158277603912,15.902965339386391,79,22,57,0,Normal
2024-05-28 20:04:46,2.0030539408659,2.852180177566481,24930,70.0,242.03883495145632,367.65499135276787,20.74213339487504,103,62,41,0,Normal
2024-05-28 20:04:51,2.270809557886178,2.333236801085505,22322,66.0,272.219512195122,406.7044538605472,16.406654539081053,82,64,18,0,Normal
2024-05-28 20:04:56,1.66563040189358,1.8966987194688616,42505,153.0,433.7244897959184,538.6568666716269,19.546419355263353,98,87,11,0,Normal
2024-05-28 20:05:01,1.5,1.5,890,113.5,111.25,52.8458844187511,1.6039370238186654,8,6,2,0,Normal
2024-05-28 20:05:06,1.3709505944546687,1.9219280948873623,1022,66.0,102.2,50.613832101511534,2.001400179565624,10,8,2,0,Normal
2024-05-28 20:05:11,2.209232619876886,2.972881003392289,4326,66.0,120.16666666666667,120.19162939979546,7.331112549276276,36,21,10,0,Normal
2024-05-28 20:05:16,1.8002256046491256,2.2287234635761433,10660,87.0,253.8095238095238,403.45161025091835,8.586186298163906,42,37,4,0,Normal
2024-05-28 20:05:21,1.6158045319402516,2.210973616506754,1679,66.0,93.27777777777777,47.95345608626435,3.4010379211949284,18,15,3,0,Normal
2024-05-28 20:05:26,2.4606057799537933,2.8045965297024473,1920,66.0,87.27272727272727,42.442669158398324,4.404528736446815,22,17,5,0,Normal
2024-05-28 20:05:31,1.7107770844150674,1.9942994759573032,3007,66.0,83.52777777777777,44.10686902356285,7.195422272350331,36,30,6,0,Normal
2024-05-28 20:05:37,2.048230883159685,2.284372867119754,8073,66.0,134.55,153.09696546089125,12.176730633062137,60,46,14,0,Normal
2024-05-28 20:05:42,2.343767422366671,2.372966377227965,2347,66.0,111.76190476190476,61.661058763213376,4.201968201905772,21,15,6,0,Normal
2024-05-28 20:05:47,1.7841591278514217,1.7841591278514217,1391,115.0,115.91666666666667,58.7160658498923,2.4136943361857837,12,9,3,0,Normal
2024-05-28 20:05:52,1.5465935642949382,2.6612262562697895,1068,63.0,82.15384615384616,45.33778548737696,2.664846371606677,13,8,2,0,Normal
2024-05-28 20:05:57,1.789929075309999,2.3685225277282065,1258,143.0,114.36363636363636,54.01224226089477,2.1642526068422647,11,6,4,0,Normal
2024-05-28 20:06:02,2.0031088905778542,2.016313165825732,3821,164.0,173.6818181818182,106.3033337216222,4.319505157489158,22,11,11,0,Normal
2024-05-28 20:06:08,2.4952259590564383,2.9088770362424348,11601,83.0,223.09615384615384,313.14596373032134,9.951947404723501,52,35,17,0,Normal
2024-05-28 20:06:13,2.1614972465087288,2.196270624180698,7153,164.0,183.4102564102564,137.93917610694382,7.807865643849614,39,23,16,0,Normal
2024-05-28 20:06:18,2.307472594767524,2.367463924581563,4269,66.0,129.36363636363637,92.66944126492086,6.568071291836126,33,21,12,0,Normal
2024-05-28 20:06:23,1.8253412042646027,2.1709861389674976,4352,66.0,80.5925925925926,54.668197308692804,10.771225747538027,54,49,5,0,Normal
2024-05-28 20:06:28,2.242572530766071,2.556054210413333,2733,66.0,124.22727272727273,82.6839172105994,4.506010198329991,22,13,8,0,Normal
2024-05-28 20:06:34,2.0132790219068077,2.0132790219068077,3244,164.0,190.8235294117647,150.05929623833126,3.2385936730834004,17,7,9,0,Normal
2024-05-28 20:06:39,2.9406762386912866,1.7847925381409357,28761,349.0,293.4795918367347,127.42642771994379,19.908372730242363,98,11,85,0,Normal
2024-05-28 20:06:44,2.3510374925470625,2.1307507457063,20570,168.0,388.1132075471698,471.61363545418766,10.311574937425277,53,38,15,0,Normal
2024-05-28 20:06:49,2.352216754524052,2.1296260320406137,12379,164.0,193.421875,127.3081650817589,12.435278262667275,64,36,28,0,Normal
2024-05-28 20:06:56,2.3747388086555605,2.9454618442383214,5622,66.0,140.55,120.29878428313395,5.707764186005761,40,23,17,0,Normal
